beta_hml,beta_mk,beta_mom,beta_smb,firmcode,industry,logv,sigma,skewness,region
0.004990964,0.86954842,0.11994141,0.013845685,600320,9,6.905532751,0.58554019,0.84727698,18
0.000496204,0.96323928,0.091189047,0.032004636,600321,18,9.216315187,0.76229754,0.31963495,19
0.012002312,0.32836423,0.12278915,0.007419995,600322,12,8.22907433,0.66291306,1.3597593,26
8.94E-05,1.2199698,0.055399485,0.026623345,600323,18,7.675512545,0.62393694,-0.052042282,26
0.007159626,0.57974305,0.096163322,0.011814359,600325,14,6.881458222,0.85883091,4.370709,20
0.010382306,0.67050114,0.07412532,0.0210912,600326,16,7.912610947,0.87647981,1.8633081,7
0.008268397,0.57992367,0.054074501,0.007442725,600327,7,8.678537762,0.5106755,1.2520322,10
0.00867148,1.0104122,0.11609841,0.03481285,600328,11,8.002678137,0.95758088,1.9727684,19
0.013535641,0.76777685,0.057320234,0.022481865,600329,8,7.894977615,0.52486697,-0.21806024,23
0.015700015,0.78783062,0.036267305,0.000578396,600330,7,9.475913789,0.51065557,-0.97651346,18
0.003344734,0.71046426,0.11184395,0.023390681,600331,11,8.006764922,0.5844972,0.19741666,26
-0.012614657,0.77716305,0.056385849,0.015306028,600332,12,9.199028544,1.1086059,4.6660819,6
0.007704337,0.43824109,0.052630804,0.008963844,600333,10,7.773841092,0.38094622,0.11135408,19
0.013571312,0.86283116,0.059530012,0.023869304,600335,10,8.756232454,0.81675328,0.074558429,14
-0.003651617,1.2244353,0.06726634,0.02148088,600336,5,8.598667717,0.64732042,0.60665297,21
0.012910529,0.55781934,0.082580097,0.00668668,600337,9,7.970149646,0.47518706,0.21999963,20
0.007837232,0.91931207,0.030223227,0.016462922,600338,7,8.473360189,0.58862414,-0.16210334,21
0.010469204,0.71192301,-0.032337745,0.037652414,600339,8,7.412685258,1.1613209,6.1046278,23
0.002396237,0.9028743,0.097750416,0.015217533,600340,10,8.94780855,0.69092355,0.75655332,16
0.002593368,0.96935785,0.12981707,0.007396259,600343,15,9.321528822,0.7291195,-0.26869833,4
0.012112571,0.56746614,0.085666727,0.009611095,600345,10,8.083267187,0.5676182,0.89304498,9
-0.004995805,0.98461921,0.065949155,0.020459045,600346,2,8.694081046,0.60686833,-0.12621908,15
0.007200272,1.1393291,0.036124172,0.034189108,600348,19,7.94436666,1.1541556,4.9786718,14
0.008825411,0.54027424,0.13503783,0.021362358,600350,11,8.160938673,0.64517823,0.56597632,15
0.009205984,0.76509867,0.10369146,0.011921137,600351,7,7.924421811,0.55486977,0.002179317,23
0.012374945,0.69574144,0.13631552,0.021259371,600352,8,7.279790655,0.73298354,0.077608453,18
0.004422688,0.82682813,0.036236143,0.024069668,600353,1,8.831734669,0.61296268,0.11227437,24
-0.004467892,1.1292777,-0.006065326,0.052410818,600354,8,8.070545774,0.98110703,0.32868976,4
0.013211178,0.74326739,0.085802358,0.016276647,600355,6,8.228640714,1.8478697,4.265461,3
-0.004971401,0.85600001,0.052365912,0.030040665,600356,9,7.681248091,0.67551875,0.029289638,30
0.002991098,0.83217438,-0.061844133,0.069521332,600357,19,7.646397295,2.5550252,8.6028268,7
0.007365904,0.64373549,0.1027706,0.005955644,600358,1,9.029430095,0.74715082,0.010200633,21
0.007918832,0.32851335,0.080759928,-0.001327812,600359,8,9.47921616,0.91718027,5.8360131,6
-0.000567732,0.57845631,0.082650979,0.018528841,600360,16,8.125175204,0.540225,0.20207808,2
0.01787061,0.77617526,0.042239059,0.012315087,600361,9,9.297439295,0.77033111,-0.6255428,8
0.00723744,0.61898471,0.069690626,0.02843303,600362,8,7.470082416,0.89454409,-0.25312151,8
-0.023831372,0.9997281,0.007097662,0.035950951,600363,3,8.771487954,1.0744269,0.085581656,6
0.010002618,0.74793806,0.13738756,0.021833038,600365,10,8.143482561,0.81620753,1.3607672,23
0.000563131,0.91929257,0.03124457,0.016414135,600366,7,7.301275665,1.603252,-0.48865746,28
0.016911583,1.1219256,0.055743855,0.006583034,600367,14,9.468207231,0.7075868,-0.29538881,27
-0.005074398,0.85883704,0.093500872,0.025072627,600368,14,8.733141769,0.71234194,0.34112972,25
-0.008367566,1.0278584,0.040029925,0.021754818,600369,4,8.616302074,0.69529777,0.63473354,7
0.004628858,0.93254848,0.069514369,0.008551866,600370,3,8.579625271,1.0739713,0.45209399,3
0.005370537,0.90429711,0.011727994,0.008696888,600371,10,8.199152635,0.78638551,-0.7641678,8
0.004913418,1.1719741,0.074088204,0.001726975,600372,9,9.298488236,0.9230978,-0.095157585,8
0.01524389,0.89064246,0.11310904,0.015115298,600373,10,8.795004806,1.5892087,1.3360933,1
0.008919012,0.88883836,0.054508402,0.017823678,600375,18,7.855749773,0.80818303,0.18982876,2
0.001854688,0.92205202,0.094656406,0.016221553,600376,14,8.289876545,0.59307272,0.13004334,7
0.019545388,0.86718934,0.061211213,0.015618582,600377,7,8.142962471,1.1740832,-0.3587007,18
-0.003000293,0.88782871,0.069898313,0.019549925,600378,10,8.250687991,0.6123919,0.79567196,16
-0.007116897,1.6258234,-0.019395068,0.023409483,600379,11,8.349789504,1.1382804,1.0906745,26
0.006609516,0.70502301,0.068915723,0.030863538,600380,4,8.292664456,0.72625498,0.2969573,12
-0.082966297,1.0892533,-0.21178852,0.14820381,600381,10,7.975470085,3.9375295,8.4807706,26
0.02861945,0.39688224,0.078424474,0.032516906,600382,18,8.309107672,1.0899723,0.98869939,26
-0.011157599,1.216382,-0.013610768,0.042570807,600383,11,8.062320368,1.8292181,6.9212478,14
0.023503936,0.99697468,0.047527721,0.024538881,600385,14,8.055403194,1.0632015,2.2182906,2
0.007461833,0.97271876,0.13161019,0.025535483,600386,14,7.939360687,1.5871988,4.8109465,23
0.006724312,0.25522175,0.072425106,0.004507715,600387,10,8.499279251,0.39490781,0.20833298,13
0.011028181,0.7245719,0.15065214,0.02575975,600388,7,8.067498195,0.70616948,0.31084229,7
0.12626774,1.1767712,-0.061459348,0.05125193,600389,21,7.91974048,2.710912,7.861742,5
0.007882538,0.88483043,0.076090481,0.026881894,600390,10,8.629633053,0.72976084,1.120609,18
0.065083561,0.85937738,0.035486632,0.041683059,600391,15,8.037812939,1.7637069,7.1191102,15
0.00199578,0.8926069,0.063632482,0.017988621,600392,18,8.358326901,0.5434986,0.097593739,26
0.027103851,0.93025795,0.053294745,0.005164204,600393,2,9.711354722,1.508867,6.6601223,28
0.008549005,1.2681567,0.079150542,0.031834146,600395,12,7.788540857,0.98426023,1.4520236,9
0.006021981,0.54247811,0.12372352,0.021200414,600396,10,7.980106512,0.60878456,-0.11351022,8
0.007515359,1.0010743,0.064138296,0.02514726,600397,4,8.295267823,0.6382339,0.17644666,7
0.006968161,0.56746882,0.093319398,0.016244544,600398,9,7.854282021,0.48603647,0.073982221,9
-0.002806759,0.80453065,0.043466678,0.020862094,600399,4,7.572775633,0.64210474,0.40603362,7
0.010648598,0.67698288,0.16025534,0.01982885,600400,7,7.587782721,0.77384759,0.69097784,7
0.017941283,0.53248491,0.09570276,0.028585033,600401,15,7.332200912,1.9240563,7.3264604,7
0.02176485,0.46487266,0.086838919,0.027443818,600403,8,7.651115183,0.78718751,0.75867105,2
0.02296658,9.7957432,-0.82205875,0.40746711,600405,15,8.023477685,31.468095,10.09128,7
-0.004019606,0.997308,0.015779665,0.018489545,600406,7,8.404969556,0.63128734,0.052069379,15
0.011985913,0.80871644,0.097191727,0.022981193,600408,7,8.033415648,0.65074231,-0.13109688,30
0.026187378,0.87058638,0.090221213,0.039678706,600409,15,8.349781796,0.99056244,1.3047247,2
0.003669399,0.63743543,0.088893381,0.019411366,600410,21,8.716135816,0.56826409,0.059121561,23
0.00130937,0.81757735,0.11875981,0.022412276,600415,10,8.557591307,0.77082046,0.064285559,5
-0.023530937,0.49418474,0.12213615,0.01704018,600416,10,8.454398088,1.4015365,7.1200922,1
-0.000345722,0.22458854,0.12019033,0.018731918,600418,6,8.60961763,0.81423227,0.22546348,21
0.000748257,0.49272289,0.09160967,0.014942211,600419,11,8.000251637,0.99284692,2.1066163,17
-0.028634306,0.65314719,0.061374657,0.036006415,600420,11,8.450385174,0.95130622,1.6791949,4
0.013110883,0.26569668,0.14099918,-0.000511078,600421,11,7.412757198,0.76485953,1.2545348,22
0.009417481,1.1384092,-0.016871846,0.024729463,600422,7,9.365607571,1.0540605,2.5284737,27
0.012923085,0.91156177,0.070234485,0.022650187,600423,9,9.301096379,0.75693001,0.43944497,21
0.010276529,0.51964683,0.085275733,0.017441455,600425,7,8.026031198,0.75646837,-0.47035833,14
-0.19057897,-2.0631323,0.10552568,-0.001886351,600426,14,7.013813401,8.1397481,9.2131825,26
0.049242978,0.79030441,0.019710499,0.041746244,600428,3,8.12607515,1.5764851,6.1061044,2
0.013900343,0.42472356,0.1499182,0.006502385,600429,9,9.378117587,0.54397994,0.32688024,6
0.002623621,0.83122856,0.054184572,0.023119666,600432,6,6.541009797,0.6301315,-0.60230815,26
0.01103071,0.40622671,0.06211275,0.011360363,600433,10,8.231287727,0.91629894,1.773209,2
-0.027124979,0.80449998,-0.002772972,0.047631794,600435,11,8.1427576,1.1309918,1.2098342,13
0.000697419,0.69666223,0.04297866,0.019770382,600436,1,8.351113624,0.60272239,-0.016953954,18
0.007108936,0.6202879,0.035879677,0.018098814,600438,4,8.232036993,0.7004797,-0.17328918,31
-0.002059875,0.73434577,0.10239999,0.022309233,600439,7,8.443502388,0.68556921,0.20134489,1
0.010408804,0.53113755,0.074806017,0.010793068,600444,15,8.247079225,0.58859296,-0.71737648,26
0.008026905,0.98917663,0.037020236,0.005878326,600446,4,9.140495102,0.56002457,-0.39371778,14
0.014502058,0.10077756,0.14587433,0.025404934,600448,9,8.966570988,1.8683334,5.8033852,11
0.014394263,0.86218087,0.15515397,0.011997854,600449,12,8.728713437,1.1135072,1.4456369,25
0.008948818,0.73172662,0.017937973,0.036378289,600452,15,7.927663048,0.7726068,-0.21532318,16
-0.010391678,0.79925699,0.070943496,0.035912509,600455,9,8.571738118,0.76452499,0.53254559,16
0.017385236,-0.049729046,0.11274695,-0.006091868,600456,7,6.977080855,0.95974553,4.5316392,5
0.033484614,0.9740078,-0.025717843,0.021297184,600458,9,8.983852836,0.86877502,0.42108757,22
0.012970643,0.45287847,0.062369668,0.013986336,600459,8,8.246779322,0.6900091,-0.18634267,23
0.005837542,0.41651096,-0.023616565,0.03182619,600460,12,7.440540144,0.78855198,-0.37535691,8
0.00698824,0.79956362,0.037441444,0.039066782,600461,6,7.562974139,0.73721306,-0.060366437,6
-0.005531255,0.75244007,0.063483118,0.023258309,600462,18,8.334852226,0.67515433,1.0335244,2
0.007634257,0.68139405,0.12720953,0.01944609,600463,11,7.999887853,0.68242521,0.46348063,18
0.052506837,0.7627528,-0.007659778,0.025627372,600466,1,7.957522432,1.1141288,3.1850361,14
0.007955069,1.0446898,0.078147392,0.037593622,600467,10,7.08588682,0.78016411,-0.88388003,19
0.010673265,0.84930632,0.086653924,0.006308082,600468,10,8.223660786,2.0875908,7.2942931,31
0.018909891,0.45502279,0.14306244,0.014824541,600469,7,8.095950591,0.68995165,0.83736858,1
0.002376442,1.3429986,0.047669994,0.025088833,600470,10,7.571987472,1.3397017,4.2098279,7
0.020968022,0.89470713,-0.020774057,0.029138728,600475,15,8.468834471,0.9120984,1.486246,5
-0.009079318,0.4985721,0.054598377,0.024205874,600476,13,7.909990616,0.77352859,0.96473556,23
0.014236439,0.9336213,0.10277387,0.040674155,600477,8,8.07918296,0.93642045,1.2849189,5
0.08327696,0.7426488,-0.094322146,0.020451446,600478,11,8.003637979,1.5672905,5.7085229,5
0.004544727,1.0242458,0.11795725,0.013470619,600479,7,7.645057135,0.86485362,2.8099748,30
-0.012926989,0.84644611,-0.009870482,0.023396522,600480,10,9.013625815,0.68629531,0.41835354,7
-0.012334408,1.6090952,-0.24447932,0.069348666,600481,10,8.031365499,3.0486921,8.8288838,30
0.019533287,0.62456292,0.090293658,0.018839798,600482,4,8.429522768,0.72655876,-0.64904646,13
0.04968135,0.65468171,-0.049323477,0.023854707,600483,15,8.68690621,0.92461257,2.5521715,2
0.010356544,0.541313,0.11688074,0.013443043,600485,7,8.194679286,0.75472927,0.86684534,7
0.048360753,0.46504581,0.1072011,0.011110709,600486,15,7.904288477,1.1684853,3.2101136,7
-0.00606629,0.79705644,0.13731008,0.024959208,600487,11,8.513171194,1.0889415,1.6495438,19
0.011418746,0.63347792,0.13544959,0.023756053,600488,2,8.443873874,0.8630569,0.47537245,2
0.041665944,0.32724403,0.088594232,0.006882226,600489,7,7.188591723,0.68141724,1.2992765,17
-0.00525374,0.53040936,0.054372434,0.039612867,600490,13,8.497060727,1.2238348,4.0814895,23
0.003410239,0.79127823,0.14853471,0.01621346,600491,4,8.586809493,0.78165619,0.66349161,13
0.01157795,0.63302668,0.15842875,0.016279068,600493,10,8.999879677,0.82437069,0.10979325,15
0.001037135,0.93822104,0.085999631,0.042550823,600495,13,8.559023842,0.79574398,0.27767144,1
-0.001238731,0.63103896,0.029539747,0.036923645,600496,2,7.909275808,0.98121962,1.5176621,22
-0.000306938,0.64645136,0.064172907,0.023659514,600497,15,6.708343562,0.55966533,0.74247525,4
0.009142094,0.48831394,0.11362615,0.028970441,600498,10,7.819441506,0.63801748,-0.33733651,26
-0.000670437,1.3018378,-0.1679991,0.051744768,600499,16,8.697272152,2.2719323,8.728211,17
0.00873576,0.6807792,0.077768894,0.022107076,600500,10,8.821076709,1.4547008,3.2331034,7
0.01228165,0.55277012,0.1112297,0.038188393,600501,13,7.531855765,0.81697986,0.31459963,1
0.020890074,0.4244091,0.11998999,0.02194138,600502,15,8.414793887,0.78571613,-0.46492559,13
-0.006313899,0.77171204,0.072603488,0.032428855,600503,12,8.016131842,0.62239487,-0.44161781,18
0.03619183,0.32936072,0.083148902,0.001561248,600505,1,7.633312823,0.52866289,-0.29764778,21
0.037838783,1.4298182,-0.001066285,0.009663602,600506,10,8.198858628,1.449849,6.078749,8
-0.008013472,1.0535553,0.16355975,0.017005142,600507,2,8.880596342,0.80247038,0.16332696,17
0.007506208,0.63229577,0.06125376,0.023730577,600508,12,8.094560174,0.56290621,-0.11866081,21
-0.005970304,0.81082895,0.11295766,0.019870389,600509,4,8.072273653,0.85005091,0.74761321,7
0.005590542,0.84449501,0.045399657,0.014714752,600510,16,9.153677032,0.53517125,0.36955079,2
0.001390847,0.95628288,-0.090933621,0.058055825,600511,13,8.231191147,2.3469739,8.7005995,23
0.02295791,0.32756861,0.13832138,-0.000913992,600512,11,8.305003057,1.0931526,3.7392139,7
0.043662676,0.8778682,0.058864512,0.050255673,600513,16,7.473415335,1.3411049,3.5435626,29
0.019477599,0.79105546,0.10353181,0.022617982,600515,9,8.312266746,0.70251784,1.0140034,24
0.004761924,0.58138755,0.12656981,0.030769799,600516,10,8.045557671,0.81166708,2.2375401,17
0.02002164,0.71240222,0.11183945,0.029523174,600517,11,8.810009869,0.79234957,0.062675055,26
0.000720218,0.96037942,0.047111011,0.010574025,600518,3,8.62764861,0.55899276,0.18030913,28
0.006599871,0.94136687,0.12804742,0.025312448,600519,10,8.684980232,0.77313235,0.83119194,1
0.000373697,0.74322034,0.11050995,0.026573185,600520,11,8.502837601,0.66153989,-0.34000039,23
-0.007559966,0.48654994,0.056657015,0.027061527,600521,15,7.594263621,0.77394891,2.9238361,7
0.009983521,0.66440707,0.079000653,0.028491428,600522,10,8.588125597,0.61760537,0.26277196,28
0.009025736,0.54321706,0.050259254,0.024006354,600523,21,7.151640076,0.54508253,0.39666571,26
0.06876462,1.6382633,0.32280418,0.049480301,600525,10,8.295037727,3.6931961,7.3114108,23
-0.004892644,1.0666732,0.007211948,0.028737216,600526,7,8.740024086,0.6560028,0.068239288,7
0.005051121,0.45850254,0.086255227,0.012048736,600527,13,7.927852107,0.91309523,2.0273367,18
0.018756541,0.97108836,0.033455022,0.038848098,600528,9,8.922552721,1.8983615,8.5900405,14
0.012628689,0.48511787,0.052004988,-0.00882044,600529,11,7.350819401,0.49259022,0.34925798,17
0.08245661,0.4119486,0.06215242,0.041077176,600530,9,7.6068228,1.8184994,7.00225,31
0.010369871,0.25735763,0.031192145,0.009906803,600531,7,7.632895578,0.58167246,0.47581088,14
0.003028689,0.74763599,0.068801866,0.030223073,600532,18,8.243826904,0.57519297,0.079254471,7
7.67E-05,0.68908029,0.1673089,0.035727866,600533,11,8.124101506,1.0199522,2.8465607,19
0.042905327,0.24105446,0.13076709,0.013576556,600535,15,7.068729085,1.005371,3.2523314,2
-0.006581919,0.49678938,0.078687131,0.022232561,600536,3,7.911926587,0.65896765,0.43669011,23
0.034296448,0.74912681,0.097627555,0.028768178,600537,11,8.12022171,0.68582156,-0.015536754,27
0.003293785,0.77770262,0.1435908,0.013525577,600538,9,9.214360779,0.60114331,0.5694247,15
0.023898102,0.31937158,0.10482525,0.001857756,600539,1,8.128501923,0.57416673,2.3095521,21
0.016986432,0.73920757,0.023292697,0.022620877,600540,3,8.005881349,0.78737186,2.170015,24
0.003868699,0.88091379,0.0986762,0.014591985,600543,13,8.338731639,0.62486539,-0.14410665,21
0.011952392,0.81707044,0.05145959,0.03492165,600545,13,7.893219549,0.64400804,-0.024886411,6
0.012200906,0.77993807,0.084006988,0.011198484,600546,2,8.764471323,0.54163314,-0.075427388,14
0.010647854,0.3352181,0.098259711,0.015423293,600547,14,7.78613382,0.58166568,0.20109252,26
-0.032949489,0.83976112,0.036624275,0.024842625,600548,9,7.365464326,1.7205984,6.2992018,13
0.010314377,0.66510988,0.046594418,0.033431141,600549,10,8.333871351,0.6279561,-0.025350704,30
0.003508667,1.235818,0.020441761,0.045719244,600550,8,8.882658439,1.1664104,3.7116334,1
0.004169609,0.69411842,0.10311441,0.029529845,600551,9,7.921935117,0.63887489,1.1052486,1
0.006093529,0.82739798,-0.006786832,0.032862564,600552,9,8.697447212,0.97377288,1.9924589,30
0.013879093,0.71506319,0.044269928,0.040240913,600553,4,8.242901546,0.79003207,0.0233975,17
0.021653173,0.67702859,0.084714483,0.026573664,600555,11,8.97630109,0.7602802,-0.023344289,27
0.012023051,0.62750505,0.1658658,0.020812512,600556,11,8.377749912,0.70413365,0.035566471,7
0.001555508,0.52957292,0.15860928,0.009207479,600557,9,8.600351895,0.89067195,0.23517434,18
0.020296037,0.57523784,0.07360436,0.002902194,600558,3,8.574570155,0.5105451,-0.19124179,30
0.016853169,0.67226629,0.063126979,0.005102988,600559,10,8.427231634,0.70423948,0.58116346,2
0.00818567,0.87117788,0.067626035,0.012839977,600560,14,8.716759401,0.76387916,0.56568279,8
-0.069939826,1.3437304,-0.26386468,0.13417745,600561,9,7.345062341,2.7586697,7.8658553,7
0.011592407,0.40524701,0.16842223,0.050883607,600562,8,7.736506596,1.4900692,3.0804809,13
0.005428922,0.79117391,0.16669841,0.033465837,600563,10,8.756066302,0.85752742,1.4999336,25
0.005587775,0.83364756,0.11003456,0.015623067,600565,10,8.524962988,0.58293471,0.46927985,4
-0.00848057,0.56447597,0.1188033,0.045280094,600566,6,8.360091515,1.338749,1.7633496,1
0.004115543,0.4587505,0.033045903,0.019035995,600567,11,7.720233541,0.55794747,-0.87554041,4
0.007999674,0.72982324,0.06153227,0.011165491,600568,9,7.363380026,0.52788316,-0.36496305,31
0.005150361,0.98704292,0.052104242,0.030392621,600569,15,7.68429587,0.72555319,0.70275672,23
-0.002002398,1.0286861,0.017060042,0.036799974,600570,15,7.101467136,0.59197953,0.15915767,23
0.063315151,0.97502859,-0.148461,0.050510274,600571,11,7.923638355,2.2093916,7.9101745,23
0.004074252,0.86859015,0.040696466,0.035637895,600572,3,7.206854848,0.73761107,1.2845599,13
0.024404462,0.49026016,0.091057389,0.019301116,600573,14,7.728533026,0.7675602,1.4427647,1
0.001549347,0.85043733,0.072374083,0.023774077,600575,4,8.660887236,0.56182565,0.03830841,7
-0.00119693,0.79627429,0.058454924,0.028666444,600576,10,7.355869064,0.55706819,-0.22000032,1
0.00701132,0.61364532,0.04641407,0.032047365,600577,12,9.129224531,2.6400953,8.8948363,2
0.095772674,0.82505792,-0.025337861,0.068735598,600578,7,7.381541059,2.7007868,8.673156,14
0.010434764,0.72457345,0.12110316,0.008937999,600579,10,9.568253459,0.56958215,0.16893262,23
0.009622543,0.80179579,0.090892667,0.023679815,600580,9,7.609908384,0.73258838,0.29485861,21
0.009514886,0.60915724,0.036836833,0.03146762,600581,10,8.056172931,0.75613894,1.3291451,2
-0.006366253,0.44370103,0.066364498,0.035155826,600582,2,8.40354579,0.80931695,1.2866118,19
-0.000437826,0.66751911,0.046845925,0.022603283,600583,8,7.797467881,0.48222485,-0.05734849,7
0.004499363,0.57274092,0.054052217,0.022616052,600584,9,8.129165239,0.62402011,0.50999546,1
-0.003692305,1.349013,-0.032845467,0.036948928,600585,9,8.12778488,0.72382693,-0.41448502,14
-0.014780095,0.80160444,-0.010863164,0.059955475,600586,10,8.084665585,1.1501728,5.3611259,14
-0.013924215,0.4709782,0.10661715,0.016054877,600587,15,8.250715195,1.0807344,3.9678743,2
0.00066365,1.2876416,-0.028220063,0.039703312,600588,9,7.92105119,1.2651583,3.7049429,26
0.030916956,0.88521498,0.047298458,0.011680412,600589,10,8.238943058,0.82767291,3.8442862,8
0.003895866,1.1896753,0.02917336,0.022106898,600590,14,9.098790542,0.72442155,-0.013555101,17
-0.005372436,0.27947126,0.18108089,0.009058269,600591,10,7.349124967,1.1803299,3.9790352,13
0.011110037,0.61929126,0.022201643,-0.001583906,600592,19,8.690490048,0.4636642,-0.68967174,9
0.009043667,0.82054549,0.004284089,0.02507736,600593,11,9.530601995,0.85678354,0.73954065,28
0.009528244,0.81720739,0.10244183,0.002570792,600594,9,8.246294657,0.58682669,-0.24871323,31
-0.005572301,0.87928813,0.064692455,0.025581793,600595,7,8.61038799,1.0943639,2.7113307,23
0.018366589,0.34029425,0.14944216,0.021734163,600596,3,7.521799781,0.65285964,-0.45119915,17
0.037747199,0.70712438,-0.052273222,0.026816377,600597,1,7.317781569,1.4163353,7.7190005,3
0.006054902,1.125208,-0.061208791,0.048119307,600598,7,8.189803198,1.7615009,7.8838119,5
0.051744115,0.93088485,-0.073421794,0.047328454,600599,3,8.285555693,1.7116838,6.6638712,14
-0.007420123,0.85439822,0.08010641,0.015184561,600600,15,9.313522667,0.61070543,0.025356213,17
-0.001993481,0.84042367,-0.018556231,0.015905285,600601,8,7.880433339,0.80442847,3.190321,17
0.027388758,0.80589697,0.012467108,0.043724405,600602,18,7.344378363,1.263987,5.5217474,17
0.006405698,0.75360786,0.031755467,0.026932447,600603,10,7.955669465,0.74366709,0.49646847,17
0.009985847,0.93548104,0.15802606,0.01315818,600604,10,8.719347016,0.73504593,0.55217678,17
-0.010454093,0.48575188,0.058262098,-7.76E-05,600605,18,7.804709173,0.97568671,4.5659484,17
0.002732722,0.65573014,0.077426787,0.021266016,600606,11,8.938572763,0.57162503,-0.29578857,17
0.003539072,0.61816183,0.078513793,0.011228153,600607,15,9.692586567,0.54897525,-0.33740991,17
0.013947867,0.22971667,0.19680937,0.021112062,600608,10,7.891995122,0.8796782,0.84589814,9
0.015434053,0.46363433,0.10110854,0.002087402,600609,10,7.885618099,0.4338924,0.28189057,17
-0.00412533,0.75101738,0.089766698,0.014182772,600610,19,9.887706687,0.53747091,0.32123918,17
-0.012283789,0.91385547,0.1112278,0.02205378,600611,21,9.196611166,0.6886708,-0.23522944,17
-0.007188782,0.62571014,0.12963836,0.02564373,600612,20,8.034274197,0.68656465,0.34889561,17
-0.001223215,0.90166425,0.078107379,0.030814003,600613,7,7.719936934,0.70762834,-0.21753367,17
0.012732578,0.67849702,0.087972174,0.019236596,600614,7,7.167119201,0.5888494,-0.07775243,17
0.006939768,0.96227692,0.033506443,0.024131729,600615,16,8.463298348,0.65114093,0.69136566,17
0.008092521,0.34539589,0.15464534,0.01473325,600616,7,7.987685404,0.65250999,0.83709841,17
-0.004285604,0.83167089,0.082106115,0.027265467,600617,7,8.361257603,0.66587797,1.0343082,17
0.008004422,0.78371807,0.10990831,0.019882826,600618,10,9.223420059,0.58636549,-0.049942547,17
0.008425964,0.93887348,0.07707916,0.026561978,600619,21,6.395130454,0.66390383,1.0094021,17
0.002761345,0.97446306,0.050227186,0.012082713,600620,15,8.970256719,0.56451121,2.3626491,17
0.011805695,0.62197604,0.12581051,0.01715332,600621,21,7.340557176,0.58191222,0.07262316,17
0.000923451,0.81942867,0.061274147,0.032588798,600622,7,6.79584647,0.76004817,0.4502694,17
0.023252334,0.85006855,0.017848279,0.024296011,600623,21,7.579862565,0.68339054,0.43004007,17
0.007473945,1.1783027,0.092405196,0.028372354,600624,4,7.83439931,0.88437575,1.3709376,17
0.018189378,0.68979368,0.03327342,0.001252031,600626,16,7.853918706,0.52594395,-1.2457069,17
0.012101503,1.2128793,0.10175907,0.03300597,600628,9,6.839626941,0.93495269,2.281403,17
0.007576207,0.61709008,0.090240338,0.025750676,600629,4,8.039401135,0.69442954,0.53445148,17
0.012043586,0.57241462,0.002014904,0.01803772,600630,16,7.479560417,0.57535528,-0.28560709,17
0.006637673,0.51739772,0.066728713,0.022196589,600631,7,8.659719067,0.63607518,-0.095203315,17
0.004044836,0.6213427,0.10785772,0.017943335,600633,18,8.80943125,0.61261149,0.5884954,17
-0.003021495,0.84691373,0.076614808,0.01445833,600634,21,8.673330668,0.58723924,-0.21369929,17
0.033900144,0.5282369,0.10812083,0.028853122,600635,7,7.326502192,0.79107861,1.3132505,17
-0.004622342,0.83166397,0.045173305,0.029776793,600636,8,8.843596477,0.68968665,-0.10533299,17
0.005548661,0.72085006,0.075406703,0.018250598,600637,18,8.63041446,0.57927123,0.12657909,17
0.015727583,0.61921431,0.070136102,0.00799292,600638,18,8.378429804,0.46642983,-0.12643504,17
0.013404641,0.93390241,-0.016467255,0.034264712,600639,15,7.300292447,0.68678911,0.19762074,17
-0.002019751,0.76890865,0.066750771,0.029233519,600640,18,9.121223697,0.70547754,0.078536861,17
0.004529625,0.71063098,0.066686466,0.007850871,600641,12,8.749923697,0.55820506,-0.25588342,17
0.023784654,0.65952503,0.018049772,0.025070312,600642,17,7.334657886,0.71449085,-0.69174531,17
0.00339933,0.96627794,0.08546428,0.031883835,600643,12,7.259963271,0.65189388,-0.74995576,18
-0.004289755,0.88717107,0.11625101,0.025268242,600644,4,9.641291794,0.73896361,1.3704395,17
0.002701336,0.72736943,0.055670937,0.019459557,600645,21,8.483034676,0.54524708,-0.55154644,17
0.001274916,0.85241597,0.12203723,0.022792196,600647,18,8.861344171,0.699426,-0.45321531,17
0.002353115,0.6527254,0.11160762,0.015140618,600648,12,8.859868861,0.5671256,0.43270211,17
0.004677218,0.91004134,0.090214797,0.012863821,600649,19,8.208510515,0.54182565,0.26691232,17
-0.003803365,0.58699464,0.15917483,0.021526014,600650,21,8.242341839,0.88756917,1.2707109,17
-0.002885243,0.78276333,0.14757758,0.013430425,600651,21,8.511397026,0.64635656,0.15433394,17
0.00732053,0.65727031,0.085797431,0.003913749,600652,21,9.637469185,0.47035468,0.37280351,17
-0.003674672,0.98480478,0.057049024,0.008037304,600653,15,9.07721693,0.64240776,0.27467343,17
-0.001569971,0.61989037,0.14444937,0.014389482,600654,16,8.529057274,0.59046424,0.96672058,17
0.002726417,0.71392957,0.049924074,0.023148391,600655,7,8.12322671,0.66983163,-0.30552536,17
0.006302905,0.55818378,0.095853658,0.016258323,600656,15,5.988390101,0.58322639,0.10071301,2
0.004262762,0.8065217,0.070367553,0.025324823,600657,15,7.584190184,0.68049694,1.098551,2
0.001720488,0.55212646,0.091941416,0.002243578,600658,9,9.335255955,0.39214331,-0.023203687,13
0.001726984,0.71068304,0.038784991,0.014241841,600660,21,7.617826389,0.50715384,0.15654238,17
